2024-02-05 20:07, failed, 0.000000
2024-02-05 20:21, failed, 0.000000
2024-02-05 20:31, failed, 0.000000
2024-02-05 20:46, failed, 0.000000
2024-02-05 21:03, failed, 0.000000
2024-02-05 21:19, failed, 0.000000
2024-02-05 21:31, failed, 0.000000
2024-02-05 21:46, failed, 0.000000
2024-02-05 22:06, failed, 0.000000
2024-02-05 22:25, success, 0.234649
2024-02-05 22:31, success, 0.142465
2024-02-05 22:46, success, 0.217365
2024-02-05 23:06, success, 0.082603
2024-02-05 23:21, success, 0.093973
2024-02-05 23:31, success, 0.114111
2024-02-05 23:46, success, 0.072723
2024-02-06 00:28, success, 0.246357
2024-02-06 01:30, success, 0.272310
2024-02-06 02:05, success, 0.251476
2024-02-06 02:25, success, 0.338298
