2024-02-05 22:25, success, 0.233972
2024-02-05 22:31, success, 0.856271
2024-02-05 22:46, success, 0.216168
2024-02-05 23:06, success, 0.068564
2024-02-05 23:21, success, 0.128462
2024-02-05 23:31, success, 0.116604
2024-02-05 23:46, success, 0.421030
2024-02-06 00:28, success, 0.244598
2024-02-06 01:30, success, 0.363639
2024-02-06 02:05, success, 0.340418
2024-02-06 02:25, success, 0.231956
2024-02-06 02:31, success, 0.525690
2024-02-06 02:46, success, 0.174480
2024-02-06 03:07, success, 0.226070
2024-02-06 03:21, success, 0.096123
2024-02-06 03:31, success, 0.117225
2024-02-06 03:46, success, 0.077467
2024-02-06 04:07, success, 0.174408
2024-02-06 04:23, success, 0.059610
2024-02-06 04:31, success, 0.055155
2024-02-06 04:46, success, 0.195449
2024-02-06 05:05, success, 0.095637
2024-02-06 05:23, success, 0.218800
2024-02-06 05:31, success, 0.239192
2024-02-06 05:46, success, 0.346329
2024-02-06 06:08, success, 0.070783
2024-02-06 06:25, success, 0.226377
2024-02-06 06:31, success, 0.189380
