2023-10-31 20:46, failed, 0.104419
2023-10-31 21:02, failed, 0.114204
2023-10-31 21:18, failed, 0.122008
2023-10-31 21:31, failed, 0.142193
2023-10-31 21:46, failed, 0.094630
2023-10-31 22:04, failed, 0.102626
2023-10-31 22:23, failed, 0.103813
2023-10-31 22:31, failed, 0.124622
2023-10-31 22:46, failed, 0.117372
2023-10-31 23:04, failed, 0.112283
2023-10-31 23:20, failed, 0.097817
2023-10-31 23:31, failed, 0.105784
2023-10-31 23:46, failed, 0.085333
2023-11-01 00:31, failed, 0.134660
2023-11-01 01:41, failed, 0.080615
2023-11-01 02:15, failed, 0.106855
2023-11-01 02:36, failed, 0.050379
2023-11-01 02:46, failed, 0.131141
2023-11-01 03:07, failed, 0.110629
2023-11-01 03:22, failed, 0.099238
2023-11-01 03:31, failed, 0.119257
2023-11-01 03:46, failed, 0.106974
2023-11-01 04:07, failed, 0.126482
2023-11-01 04:25, failed, 0.119213
2023-11-01 04:32, failed, 0.099673
2023-11-01 04:46, failed, 0.095003
2023-11-01 05:05, failed, 0.060344
2023-11-01 05:24, failed, 0.087236
2023-11-01 05:31, failed, 0.131940
2023-11-01 05:46, failed, 0.098535
2023-11-01 06:08, failed, 0.116072
2023-11-01 06:27, failed, 0.104119
2023-11-01 06:35, failed, 0.116742
2023-11-01 06:46, failed, 0.113249
2023-11-01 07:04, failed, 0.123304
2023-11-01 07:19, failed, 0.096106
2023-11-01 07:31, failed, 0.092571
2023-11-01 07:46, failed, 0.099347
2023-11-01 08:08, failed, 0.108775
2023-11-01 08:25, failed, 0.103987
